eventID,label
088518240106383,DOWN
08851824012766,DOWN
088518240148936,DOWN
088518240170213,DOWN
088518240191489,DOWN
088518240212766,DOWN
088518240234043,DOWN
088518240255319,UP
088518240276596,UP
088518240297872,DOWN
088518240319149,DOWN
088518240340426,DOWN
088518240361702,DOWN
088518240382979,DOWN
088518240404255,DOWN
088518240425532,DOWN
088518240446809,DOWN
088518240468085,DOWN
088518240489362,DOWN
088518240510638,DOWN
088518240531915,DOWN
088518240553191,DOWN
088518240574468,DOWN
088518240595745,DOWN
088518240617021,DOWN
088518240638298,DOWN
088518240659574,DOWN
088518240680851,DOWN
088518240702128,DOWN
088518240723404,UP
088518240744681,UP
088518240765957,UP
088518240787234,UP
088518240808511,UP
088518240829787,DOWN
088518240851064,DOWN
08851824087234,DOWN
088518240893617,DOWN
088518240914894,DOWN
08851824093617,DOWN
088518240957447,DOWN
088518240978723,DOWN
0885182410,DOWN
0885226500,UP
088522650021277,DOWN
088522650042553,DOWN
08852265006383,DOWN
088522650085106,DOWN
088522650106383,DOWN
08852265012766,DOWN
088522650148936,UP
088522650170213,UP
088522650191489,UP
088522650212766,UP
088522650234043,DOWN
088522650255319,UP
088522650276596,UP
088522650297872,DOWN
088522650319149,UP
088522650340426,DOWN
088522650361702,UP
088522650382979,DOWN
088522650404255,DOWN
088522650425532,UP
088522650446809,UP
088522650468085,DOWN
088522650489362,DOWN
088522650510638,DOWN
088522650531915,DOWN
088522650553191,DOWN
088522650574468,DOWN
088522650595745,DOWN
088522650617021,DOWN
088522650638298,DOWN
088522650659574,DOWN
088522650680851,DOWN
088522650702128,DOWN
088522650723404,UP
088522650744681,UP
088522650765957,UP
088522650787234,UP
088522650808511,DOWN
088522650829787,DOWN
088522650851064,DOWN
08852265087234,DOWN
088522650893617,DOWN
088522650914894,DOWN
08852265093617,DOWN
088522650957447,DOWN
088522650978723,UP
0885226510,UP
0885271600,DOWN
088527160021277,DOWN
088527160042553,DOWN
08852716006383,DOWN
088527160085106,DOWN
088527160106383,DOWN
08852716012766,DOWN
088527160148936,DOWN
088527160170213,DOWN
088527160191489,DOWN
088527160212766,DOWN
088527160234043,DOWN
088527160255319,DOWN
088527160276596,DOWN
088527160297872,DOWN
088527160319149,DOWN
088527160340426,DOWN
088527160361702,DOWN
088527160382979,DOWN
088527160404255,DOWN
088527160425532,DOWN
088527160446809,DOWN
088527160468085,DOWN
088527160489362,UP
088527160510638,UP
088527160531915,UP
088527160553191,UP
088527160574468,UP
088527160595745,UP
088527160617021,DOWN
088527160638298,DOWN
088527160659574,DOWN
088527160680851,DOWN
088527160702128,UP
088527160723404,DOWN
088527160744681,UP
088527160765957,DOWN
088527160787234,DOWN
088527160808511,DOWN
088527160829787,DOWN
088527160851064,DOWN
08852716087234,DOWN
088527160893617,DOWN
088527160914894,DOWN
08852716093617,DOWN
088527160957447,DOWN
088527160978723,UP
0885271610,UP
0885315700,UP
088531570021277,DOWN
088531570042553,UP
08853157006383,UP
088531570085106,DOWN
088531570106383,DOWN
08853157012766,DOWN
088531570148936,DOWN
088531570170213,DOWN
088531570191489,DOWN
088531570212766,DOWN
088531570234043,DOWN
088531570255319,DOWN
088531570276596,DOWN
088531570297872,UP
088531570319149,UP
088531570340426,UP
088531570361702,UP
088531570382979,UP
088531570404255,UP
088531570425532,UP
088531570446809,UP
088531570468085,UP
088531570489362,UP
088531570510638,UP
088531570531915,UP
088531570553191,UP
088531570574468,UP
088531570595745,UP
088531570617021,DOWN
088531570638298,DOWN
088531570659574,DOWN
088531570680851,DOWN
088531570702128,UP
088531570723404,UP
088531570744681,UP
088531570765957,UP
088531570787234,DOWN
088531570808511,UP
088531570829787,UP
088531570851064,DOWN
08853157087234,DOWN
088531570893617,DOWN
088531570914894,DOWN
08853157093617,UP
088531570957447,UP
088531570978723,UP
0885315710,DOWN
0885359100,DOWN
088535910021277,DOWN
088535910042553,DOWN
08853591006383,DOWN
088535910085106,DOWN
088535910106383,DOWN
08853591012766,DOWN
088535910148936,DOWN
088535910170213,DOWN
088535910191489,DOWN
088535910212766,DOWN
088535910234043,DOWN
088535910255319,DOWN
088535910276596,DOWN
088535910297872,DOWN
088535910319149,DOWN
088535910340426,DOWN
088535910361702,DOWN
088535910382979,UP
088535910404255,DOWN
088535910425532,UP
088535910446809,UP
088535910468085,UP
088535910489362,UP
088535910510638,UP
088535910531915,UP
088535910553191,UP
088535910574468,UP
088535910595745,DOWN
088535910617021,DOWN
088535910638298,DOWN
088535910659574,DOWN
088535910680851,DOWN
088535910702128,DOWN
088535910723404,UP
088535910744681,UP
088535910765957,UP
088535910787234,UP
088535910808511,UP
088535910829787,UP
088535910851064,UP
08853591087234,UP
088535910893617,DOWN
088535910914894,DOWN
08853591093617,DOWN
088535910957447,DOWN
088535910978723,DOWN
0885359110,DOWN
0885403200,DOWN
088540320021277,DOWN
088540320042553,DOWN
08854032006383,DOWN
088540320085106,DOWN
088540320106383,DOWN
08854032012766,DOWN
088540320148936,DOWN
088540320170213,DOWN
088540320191489,DOWN
088540320212766,DOWN
088540320234043,DOWN
088540320255319,DOWN
088540320276596,DOWN
088540320297872,DOWN
088540320319149,DOWN
088540320340426,DOWN
088540320361702,DOWN
088540320382979,DOWN
088540320404255,DOWN
088540320425532,DOWN
088540320446809,DOWN
088540320468085,DOWN
088540320489362,DOWN
088540320510638,DOWN
088540320531915,DOWN
088540320553191,DOWN
088540320574468,DOWN
088540320595745,DOWN
088540320617021,DOWN
088540320638298,DOWN
088540320659574,DOWN
088540320680851,DOWN
088540320702128,DOWN
088540320723404,UP
088540320744681,UP
088540320765957,UP
088540320787234,DOWN
088540320808511,DOWN
088540320829787,DOWN
088540320851064,DOWN
08854032087234,DOWN
088540320893617,DOWN
088540320914894,DOWN
08854032093617,UP
088540320957447,DOWN
088540320978723,UP
0885403210,UP
0885448300,UP
088544830021277,UP
088544830042553,UP
08854483006383,UP
088544830085106,DOWN
088544830106383,DOWN
08854483012766,DOWN
088544830148936,DOWN
088544830170213,DOWN
088544830191489,DOWN
088544830212766,DOWN
088544830234043,DOWN
088544830255319,DOWN
088544830276596,DOWN
088544830297872,DOWN
088544830319149,DOWN
088544830340426,DOWN
088544830361702,DOWN
088544830382979,DOWN
088544830404255,DOWN
088544830425532,DOWN
088544830446809,DOWN
088544830468085,DOWN
088544830489362,DOWN
088544830510638,DOWN
088544830531915,DOWN
088544830553191,DOWN
088544830574468,DOWN
088544830595745,DOWN
088544830617021,DOWN
088544830638298,DOWN
088544830659574,DOWN
088544830680851,DOWN
088544830702128,DOWN
088544830723404,UP
088544830744681,UP
088544830765957,DOWN
088544830787234,DOWN
088544830808511,DOWN
088544830829787,DOWN
088544830851064,DOWN
08854483087234,DOWN
088544830893617,DOWN
088544830914894,DOWN
08854483093617,DOWN
088544830957447,DOWN
088544830978723,UP
0885448310,UP
0885492400,DOWN
088549240021277,DOWN
088549240042553,DOWN
08854924006383,UP
088549240085106,UP
088549240106383,UP
08854924012766,DOWN
088549240148936,DOWN
088549240170213,DOWN
088549240191489,DOWN
088549240212766,DOWN
088549240234043,DOWN
088549240255319,UP
088549240276596,DOWN
088549240297872,DOWN
088549240319149,DOWN
088549240340426,DOWN
088549240361702,DOWN
088549240382979,DOWN
088549240404255,DOWN
088549240425532,DOWN
088549240446809,DOWN
088549240468085,DOWN
088549240489362,DOWN
088549240510638,UP
088549240531915,UP
088549240553191,UP
088549240574468,DOWN
088549240595745,DOWN
088549240617021,DOWN
088549240638298,DOWN
088549240659574,UP
088549240680851,UP
088549240702128,UP
088549240723404,UP
088549240744681,UP
088549240765957,UP
088549240787234,UP
088549240808511,UP
088549240829787,UP
088549240851064,UP
08854924087234,UP
088549240893617,DOWN
088549240914894,DOWN
08854924093617,UP
088549240957447,DOWN
088549240978723,UP
0885492410,UP
0885536500,UP
088553650021277,UP
088553650042553,UP
08855365006383,UP
088553650085106,UP
088553650106383,DOWN
08855365012766,DOWN
088553650148936,DOWN
088553650170213,DOWN
088553650191489,DOWN
088553650212766,DOWN
088553650234043,DOWN
088553650255319,UP
088553650276596,UP
088553650297872,DOWN
088553650319149,UP
088553650340426,UP
088553650361702,DOWN
088553650382979,DOWN
088553650404255,DOWN
088553650425532,DOWN
088553650446809,DOWN
088553650468085,DOWN
088553650489362,DOWN
088553650510638,DOWN
088553650531915,DOWN
088553650553191,DOWN
088553650574468,DOWN
088553650595745,DOWN
088553650617021,DOWN
088553650638298,DOWN
088553650659574,DOWN
088553650680851,DOWN
088553650702128,DOWN
088553650723404,DOWN
088553650744681,DOWN
088553650765957,DOWN
088553650787234,DOWN
088553650808511,DOWN
088553650829787,DOWN
088553650851064,DOWN
08855365087234,DOWN
088553650893617,DOWN
088553650914894,DOWN
08855365093617,UP
088553650957447,UP
088553650978723,UP
0885536510,UP
088558600,UP
08855860021277,UP
08855860042553,UP
0885586006383,UP
08855860085106,UP
08855860106383,UP
0885586012766,DOWN
08855860148936,DOWN
08855860170213,DOWN
08855860191489,DOWN
08855860212766,DOWN
08855860234043,UP
08855860255319,UP
08855860276596,UP
08855860297872,DOWN
08855860319149,UP
08855860340426,UP
08855860361702,UP
08855860382979,UP
08855860404255,DOWN
08855860425532,DOWN
08855860446809,DOWN
08855860468085,DOWN
08855860489362,DOWN
08855860510638,DOWN
08855860531915,DOWN
08855860553191,DOWN
08855860574468,DOWN
08855860595745,DOWN
08855860617021,DOWN
08855860638298,DOWN
08855860659574,DOWN
08855860680851,DOWN
08855860702128,DOWN
08855860723404,DOWN
08855860744681,DOWN
08855860765957,DOWN
08855860787234,DOWN
08855860808511,DOWN
08855860829787,DOWN
08855860851064,DOWN
0885586087234,DOWN
08855860893617,DOWN
08855860914894,DOWN
0885586093617,UP
08855860957447,DOWN
08855860978723,UP
088558610,UP
0885625700,DOWN
088562570021277,UP
088562570042553,UP
08856257006383,UP
088562570085106,UP
088562570106383,DOWN
08856257012766,DOWN
088562570148936,DOWN
088562570170213,DOWN
088562570191489,DOWN
088562570212766,DOWN
088562570234043,DOWN
088562570255319,DOWN
088562570276596,DOWN
088562570297872,DOWN
088562570319149,DOWN
088562570340426,DOWN
088562570361702,UP
088562570382979,UP
088562570404255,UP
088562570425532,UP
088562570446809,DOWN
088562570468085,UP
088562570489362,DOWN
088562570510638,UP
088562570531915,DOWN
088562570553191,DOWN
088562570574468,DOWN
088562570595745,DOWN
088562570617021,DOWN
088562570638298,DOWN
088562570659574,DOWN
088562570680851,DOWN
088562570702128,DOWN
088562570723404,UP
088562570744681,UP
088562570765957,UP
088562570787234,UP
088562570808511,DOWN
088562570829787,UP
088562570851064,UP
08856257087234,UP
088562570893617,DOWN
088562570914894,UP
08856257093617,DOWN
088562570957447,DOWN
088562570978723,UP
0885625710,DOWN
0968895100,UP
096889510021277,DOWN
096889510042553,DOWN
09688951006383,UP
096889510085106,DOWN
096889510106383,DOWN
09688951012766,DOWN
096889510148936,DOWN
096889510170213,DOWN
096889510191489,DOWN
096889510212766,DOWN
096889510234043,DOWN
096889510255319,DOWN
096889510276596,DOWN
096889510297872,DOWN
096889510319149,DOWN
096889510340426,DOWN
096889510361702,UP
096889510382979,DOWN
096889510404255,DOWN
096889510425532,DOWN
096889510446809,DOWN
096889510468085,DOWN
096889510489362,DOWN
096889510510638,DOWN
096889510531915,UP
096889510553191,DOWN
096889510574468,DOWN
096889510595745,DOWN
096889510617021,DOWN
096889510638298,DOWN
096889510659574,DOWN
096889510680851,UP
096889510702128,UP
096889510723404,UP
096889510744681,UP
096889510765957,UP
096889510787234,UP
096889510808511,UP
096889510829787,UP
096889510851064,UP
09688951087234,UP
096889510893617,DOWN
096889510914894,DOWN
09688951093617,DOWN
096889510957447,DOWN
096889510978723,UP
0968895110,DOWN
097332200,DOWN
09733220021277,DOWN
09733220042553,DOWN
0973322006383,DOWN
09733220085106,DOWN
09733220106383,DOWN
0973322012766,DOWN
09733220148936,DOWN
09733220170213,DOWN
09733220191489,DOWN
09733220212766,DOWN
09733220234043,DOWN
09733220255319,DOWN
09733220276596,UP
09733220297872,DOWN
09733220319149,DOWN
09733220340426,DOWN
09733220361702,DOWN
09733220382979,DOWN
09733220404255,DOWN
09733220425532,DOWN
09733220446809,DOWN
09733220468085,DOWN
09733220489362,DOWN
09733220510638,DOWN
09733220531915,DOWN
09733220553191,DOWN
09733220574468,DOWN
09733220595745,DOWN
09733220617021,DOWN
09733220638298,DOWN
09733220659574,DOWN
09733220680851,DOWN
09733220702128,DOWN
09733220723404,UP
09733220744681,UP
09733220765957,UP
09733220787234,UP
09733220808511,UP
09733220829787,UP
09733220851064,UP
0973322087234,UP
09733220893617,DOWN
09733220914894,DOWN
0973322093617,DOWN
09733220957447,DOWN
09733220978723,UP
097332210,DOWN
0977744300,UP
097774430021277,DOWN
097774430042553,UP
09777443006383,DOWN
097774430085106,DOWN
097774430106383,DOWN
09777443012766,DOWN
097774430148936,DOWN
097774430170213,DOWN
097774430191489,DOWN
097774430212766,DOWN
097774430234043,DOWN
097774430255319,UP
097774430276596,UP
097774430297872,DOWN
097774430319149,UP
097774430340426,UP
097774430361702,UP
097774430382979,DOWN
097774430404255,DOWN
097774430425532,DOWN
097774430446809,DOWN
097774430468085,DOWN
097774430489362,DOWN
097774430510638,DOWN
097774430531915,DOWN
097774430553191,DOWN
097774430574468,DOWN
097774430595745,DOWN
097774430617021,DOWN
097774430638298,DOWN
097774430659574,DOWN
097774430680851,DOWN
097774430702128,DOWN
097774430723404,UP
097774430744681,UP
097774430765957,UP
097774430787234,DOWN
097774430808511,DOWN
097774430829787,DOWN
097774430851064,UP
09777443087234,UP
097774430893617,UP
097774430914894,DOWN
09777443093617,UP
097774430957447,DOWN
097774430978723,UP
0977744310,UP
0982169400,UP
098216940021277,UP
098216940042553,UP
09821694006383,UP
098216940085106,UP
098216940106383,UP
09821694012766,DOWN
098216940148936,DOWN
098216940170213,DOWN
098216940191489,DOWN
098216940212766,DOWN
098216940234043,DOWN
098216940255319,UP
098216940276596,UP
098216940297872,UP
098216940319149,UP
098216940340426,UP
098216940361702,UP
098216940382979,UP
098216940404255,DOWN
098216940425532,DOWN
098216940446809,DOWN
098216940468085,DOWN
098216940489362,DOWN
098216940510638,DOWN
098216940531915,DOWN
098216940553191,DOWN
098216940574468,DOWN
098216940595745,DOWN
098216940617021,DOWN
098216940638298,DOWN
098216940659574,DOWN
098216940680851,DOWN
098216940702128,DOWN
098216940723404,UP
098216940744681,UP
098216940765957,UP
098216940787234,DOWN
098216940808511,DOWN
098216940829787,DOWN
098216940851064,UP
09821694087234,DOWN
098216940893617,DOWN
098216940914894,DOWN
09821694093617,UP
098216940957447,DOWN
098216940978723,DOWN
0982169410,DOWN
0986594500,DOWN
098659450021277,DOWN
098659450042553,UP
09865945006383,UP
098659450085106,UP
098659450106383,DOWN
09865945012766,DOWN
098659450148936,DOWN
098659450170213,DOWN
098659450191489,DOWN
098659450212766,DOWN
098659450234043,DOWN
098659450255319,DOWN
098659450276596,UP
098659450297872,UP
098659450319149,UP
098659450340426,DOWN
098659450361702,DOWN
098659450382979,DOWN
098659450404255,DOWN
098659450425532,DOWN
098659450446809,DOWN
098659450468085,DOWN
098659450489362,DOWN
098659450510638,DOWN
098659450531915,DOWN
098659450553191,DOWN
098659450574468,DOWN
098659450595745,DOWN
098659450617021,DOWN
098659450638298,DOWN
098659450659574,DOWN
098659450680851,DOWN
098659450702128,DOWN
098659450723404,UP
098659450744681,UP
098659450765957,UP
098659450787234,DOWN
098659450808511,DOWN
098659450829787,DOWN
098659450851064,UP
09865945087234,DOWN
098659450893617,UP
098659450914894,DOWN
09865945093617,UP
098659450957447,DOWN
098659450978723,UP
0986594510,DOWN
0991018600,DOWN
099101860021277,DOWN
099101860042553,UP
09910186006383,DOWN
099101860085106,DOWN
099101860106383,DOWN
09910186012766,DOWN
099101860148936,DOWN
099101860170213,DOWN
099101860191489,DOWN
099101860212766,DOWN
099101860234043,DOWN
099101860255319,UP
099101860276596,UP
099101860297872,DOWN
099101860319149,UP
099101860340426,DOWN
099101860361702,DOWN
099101860382979,DOWN
099101860404255,DOWN
099101860425532,DOWN
099101860446809,DOWN
099101860468085,DOWN
099101860489362,DOWN
099101860510638,DOWN
099101860531915,DOWN
099101860553191,DOWN
099101860574468,DOWN
099101860595745,DOWN
099101860617021,DOWN
099101860638298,DOWN
099101860659574,DOWN
099101860680851,DOWN
099101860702128,DOWN
099101860723404,DOWN
099101860744681,DOWN
099101860765957,DOWN
099101860787234,DOWN
099101860808511,DOWN
099101860829787,DOWN
099101860851064,DOWN
09910186087234,DOWN
099101860893617,DOWN
099101860914894,DOWN
09910186093617,DOWN
099101860957447,DOWN
099101860978723,DOWN
0991018610,DOWN
0995443700,DOWN
099544370021277,DOWN
099544370042553,DOWN
09954437006383,DOWN
099544370085106,DOWN
099544370106383,DOWN
09954437012766,DOWN
099544370148936,DOWN
099544370170213,DOWN
099544370191489,DOWN
099544370212766,DOWN
099544370234043,DOWN
099544370255319,DOWN
099544370276596,DOWN
099544370297872,UP
099544370319149,UP
099544370340426,UP
099544370361702,UP
099544370382979,UP
099544370404255,UP
099544370425532,UP
099544370446809,UP
099544370468085,UP
099544370489362,UP
099544370510638,DOWN
099544370531915,DOWN
099544370553191,DOWN
099544370574468,DOWN
099544370595745,DOWN
099544370617021,DOWN
099544370638298,DOWN
099544370659574,DOWN
099544370680851,DOWN
099544370702128,UP
099544370723404,UP
099544370744681,UP
099544370765957,UP
099544370787234,UP
099544370808511,UP
099544370829787,UP
099544370851064,UP
09954437087234,UP
099544370893617,UP
099544370914894,DOWN
09954437093617,UP
099544370957447,UP
099544370978723,UP
0995443710,UP
0885978100,UP
088597810021277,UP
088597810042553,UP
08859781006383,UP
088597810085106,UP
088597810106383,DOWN
08859781012766,DOWN
088597810148936,DOWN
088597810170213,DOWN
088597810191489,DOWN
088597810212766,DOWN
088597810234043,DOWN
088597810255319,DOWN
088597810276596,DOWN
088597810297872,DOWN
088597810319149,DOWN
088597810340426,UP
088597810361702,UP
088597810382979,UP
088597810404255,UP
088597810425532,UP
088597810446809,UP
088597810468085,DOWN
088597810489362,DOWN
088597810510638,DOWN
088597810531915,DOWN
088597810553191,DOWN
088597810574468,DOWN
088597810595745,DOWN
088597810617021,DOWN
088597810638298,DOWN
088597810659574,DOWN
088597810680851,DOWN
088597810702128,DOWN
088597810723404,UP
088597810744681,UP
088597810765957,UP
088597810787234,DOWN
088597810808511,DOWN
088597810829787,DOWN
088597810851064,DOWN
08859781087234,DOWN
088597810893617,DOWN
088597810914894,DOWN
08859781093617,DOWN
088597810957447,DOWN
088597810978723,DOWN
0885978110,DOWN
0889076200,DOWN
088907620021277,DOWN
088907620042553,DOWN
08890762006383,DOWN
088907620085106,DOWN
088907620106383,DOWN
08890762012766,DOWN
088907620148936,DOWN
088907620170213,DOWN
088907620191489,DOWN
088907620212766,DOWN
088907620234043,DOWN
088907620255319,DOWN
088907620276596,DOWN
088907620297872,DOWN
088907620319149,DOWN
088907620340426,DOWN
088907620361702,DOWN
088907620382979,DOWN
088907620404255,DOWN
088907620425532,DOWN
088907620446809,DOWN
088907620468085,DOWN
088907620489362,DOWN
088907620510638,DOWN
088907620531915,DOWN
088907620553191,DOWN
088907620574468,DOWN
088907620595745,DOWN
088907620617021,DOWN
088907620638298,DOWN
088907620659574,DOWN
088907620680851,DOWN
088907620702128,UP
088907620723404,UP
088907620744681,UP
088907620765957,DOWN
088907620787234,DOWN
088907620808511,DOWN
088907620829787,DOWN
088907620851064,DOWN
08890762087234,DOWN
088907620893617,DOWN
088907620914894,DOWN
08890762093617,DOWN
088907620957447,DOWN
088907620978723,UP
0889076210,UP
088912300,UP
08891230021277,UP
08891230042553,UP
0889123006383,DOWN
08891230085106,DOWN
08891230106383,DOWN
0889123012766,DOWN
08891230148936,DOWN
08891230170213,DOWN
08891230191489,DOWN
08891230212766,DOWN
08891230234043,DOWN
08891230255319,DOWN
08891230276596,UP
